company_name,count,selected_datetime,polygon
lyft,44,2019-08-08 21:00:09,"POLYGON ((-86.78491208681221 36.15157414829095, -86.76698791318779 36.15157414829095, -86.76698791318779 36.16604585170907, -86.78491208681221 36.16604585170907, -86.78491208681221 36.15157414829095))"
spin,106,2019-08-08 21:00:09,"POLYGON ((-86.78491208681221 36.15157414829095, -86.76698791318779 36.15157414829095, -86.76698791318779 36.16604585170907, -86.78491208681221 36.16604585170907, -86.78491208681221 36.15157414829095))"
uber,76,2019-08-08 21:00:09,"POLYGON ((-86.78491208681221 36.15157414829095, -86.76698791318779 36.15157414829095, -86.76698791318779 36.16604585170907, -86.78491208681221 36.16604585170907, -86.78491208681221 36.15157414829095))"
bird,305,2019-08-08 21:00:09,"POLYGON ((-86.78687498290856 36.15066514829094, -86.76895101709144 36.15066514829094, -86.76895101709144 36.16513685170907, -86.78687498290856 36.16513685170907, -86.78687498290856 36.15066514829094))"
lime,63,2019-08-08 21:00:09,"POLYGON ((-86.78687498290856 36.15066514829094, -86.76895101709144 36.15066514829094, -86.76895101709144 36.16513685170907, -86.78687498290856 36.16513685170907, -86.78687498290856 36.15066514829094))"
lyft,60,2019-08-08 21:00:09,"POLYGON ((-86.78687498290856 36.15066514829094, -86.76895101709144 36.15066514829094, -86.76895101709144 36.16513685170907, -86.78687498290856 36.16513685170907, -86.78687498290856 36.15066514829094))"
spin,107,2019-08-08 21:00:09,"POLYGON ((-86.78687498290856 36.15066514829094, -86.76895101709144 36.15066514829094, -86.76895101709144 36.16513685170907, -86.78687498290856 36.16513685170907, -86.78687498290856 36.15066514829094))"
uber,76,2019-08-08 21:00:09,"POLYGON ((-86.78687498290856 36.15066514829094, -86.76895101709144 36.15066514829094, -86.76895101709144 36.16513685170907, -86.78687498290856 36.16513685170907, -86.78687498290856 36.15066514829094))"
bird,307,2019-08-08 21:00:09,"POLYGON ((-86.78783138974829 36.15422414829094, -86.76990661025171 36.15422414829094, -86.76990661025171 36.16869585170905, -86.78783138974829 36.16869585170905, -86.78783138974829 36.15422414829094))"
lime,51,2019-08-08 21:00:09,"POLYGON ((-86.78783138974829 36.15422414829094, -86.76990661025171 36.15422414829094, -86.76990661025171 36.16869585170905, -86.78783138974829 36.16869585170905, -86.78783138974829 36.15422414829094))"
lyft,40,2019-08-08 21:00:09,"POLYGON ((-86.78783138974829 36.15422414829094, -86.76990661025171 36.15422414829094, -86.76990661025171 36.16869585170905, -86.78783138974829 36.16869585170905, -86.78783138974829 36.15422414829094))"
spin,95,2019-08-08 21:00:09,"POLYGON ((-86.78783138974829 36.15422414829094, -86.76990661025171 36.15422414829094, -86.76990661025171 36.16869585170905, -86.78783138974829 36.16869585170905, -86.78783138974829 36.15422414829094))"
uber,65,2019-08-08 21:00:09,"POLYGON ((-86.78783138974829 36.15422414829094, -86.76990661025171 36.15422414829094, -86.76990661025171 36.16869585170905, -86.78783138974829 36.16869585170905, -86.78783138974829 36.15422414829094))"
bird,316,2019-08-08 21:00:09,"POLYGON ((-86.78653914728194 36.15210314829095, -86.76861485271804 36.15210314829095, -86.76861485271804 36.16657485170907, -86.78653914728194 36.16657485170907, -86.78653914728194 36.15210314829095))"
lime,63,2019-08-08 21:00:09,"POLYGON ((-86.78653914728194 36.15210314829095, -86.76861485271804 36.15210314829095, -86.76861485271804 36.16657485170907, -86.78653914728194 36.16657485170907, -86.78653914728194 36.15210314829095))"
lyft,48,2019-08-08 21:00:09,"POLYGON ((-86.78653914728194 36.15210314829095, -86.76861485271804 36.15210314829095, -86.76861485271804 36.16657485170907, -86.78653914728194 36.16657485170907, -86.78653914728194 36.15210314829095))"
spin,104,2019-08-08 21:00:09,"POLYGON ((-86.78653914728194 36.15210314829095, -86.76861485271804 36.15210314829095, -86.76861485271804 36.16657485170907, -86.78653914728194 36.16657485170907, -86.78653914728194 36.15210314829095))"
uber,76,2019-08-08 21:00:09,"POLYGON ((-86.78653914728194 36.15210314829095, -86.76861485271804 36.15210314829095, -86.76861485271804 36.16657485170907, -86.78653914728194 36.16657485170907, -86.78653914728194 36.15210314829095))"
bird,301,2019-08-10 13:00:08,"POLYGON ((-86.78600232344191 36.15364414829094, -86.76807767655809 36.15364414829094, -86.76807767655809 36.16811585170907, -86.78600232344191 36.16811585170907, -86.78600232344191 36.15364414829094))"
lime,43,2019-08-10 13:00:08,"POLYGON ((-86.78600232344191 36.15364414829094, -86.76807767655809 36.15364414829094, -86.76807767655809 36.16811585170907, -86.78600232344191 36.16811585170907, -86.78600232344191 36.15364414829094))"
lyft,49,2019-08-10 13:00:08,"POLYGON ((-86.78600232344191 36.15364414829094, -86.76807767655809 36.15364414829094, -86.76807767655809 36.16811585170907, -86.78600232344191 36.16811585170907, -86.78600232344191 36.15364414829094))"
spin,130,2019-08-10 13:00:08,"POLYGON ((-86.78600232344191 36.15364414829094, -86.76807767655809 36.15364414829094, -86.76807767655809 36.16811585170907, -86.78600232344191 36.16811585170907, -86.78600232344191 36.15364414829094))"
uber,85,2019-08-10 13:00:08,"POLYGON ((-86.78600232344191 36.15364414829094, -86.76807767655809 36.15364414829094, -86.76807767655809 36.16811585170907, -86.78600232344191 36.16811585170907, -86.78600232344191 36.15364414829094))"
bird,307,2019-08-10 13:00:08,"POLYGON ((-86.78729324204771 36.15293214829094, -86.76936875795229 36.15293214829094, -86.76936875795229 36.16740385170906, -86.78729324204771 36.16740385170906, -86.78729324204771 36.15293214829094))"
lime,46,2019-08-10 13:00:08,"POLYGON ((-86.78729324204771 36.15293214829094, -86.76936875795229 36.15293214829094, -86.76936875795229 36.16740385170906, -86.78729324204771 36.16740385170906, -86.78729324204771 36.15293214829094))"
lyft,51,2019-08-10 13:00:08,"POLYGON ((-86.78729324204771 36.15293214829094, -86.76936875795229 36.15293214829094, -86.76936875795229 36.16740385170906, -86.78729324204771 36.16740385170906, -86.78729324204771 36.15293214829094))"
spin,136,2019-08-10 13:00:08,"POLYGON ((-86.78729324204771 36.15293214829094, -86.76936875795229 36.15293214829094, -86.76936875795229 36.16740385170906, -86.78729324204771 36.16740385170906, -86.78729324204771 36.15293214829094))"
uber,89,2019-08-10 13:00:08,"POLYGON ((-86.78729324204771 36.15293214829094, -86.76936875795229 36.15293214829094, -86.76936875795229 36.16740385170906, -86.78729324204771 36.16740385170906, -86.78729324204771 36.15293214829094))"
bird,313,2019-08-10 14:00:09,"POLYGON ((-86.78912173362738 36.14848414829093, -86.77119826637261 36.14848414829093, -86.77119826637261 36.16295585170906, -86.78912173362738 36.16295585170906, -86.78912173362738 36.14848414829093))"
lime,51,2019-08-10 14:00:09,"POLYGON ((-86.78912173362738 36.14848414829093, -86.77119826637261 36.14848414829093, -86.77119826637261 36.16295585170906, -86.78912173362738 36.16295585170906, -86.78912173362738 36.14848414829093))"
lyft,49,2019-08-10 14:00:09,"POLYGON ((-86.78912173362738 36.14848414829093, -86.77119826637261 36.14848414829093, -86.77119826637261 36.16295585170906, -86.78912173362738 36.16295585170906, -86.78912173362738 36.14848414829093))"
spin,140,2019-08-10 14:00:09,"POLYGON ((-86.78912173362738 36.14848414829093, -86.77119826637261 36.14848414829093, -86.77119826637261 36.16295585170906, -86.78912173362738 36.16295585170906, -86.78912173362738 36.14848414829093))"
uber,88,2019-08-10 14:00:09,"POLYGON ((-86.78912173362738 36.14848414829093, -86.77119826637261 36.14848414829093, -86.77119826637261 36.16295585170906, -86.78912173362738 36.16295585170906, -86.78912173362738 36.14848414829093))"
bird,303,2019-08-10 16:00:08,"POLYGON ((-86.78552821792724 36.15272114829094, -86.76760378207277 36.15272114829094, -86.76760378207277 36.16719285170907, -86.78552821792724 36.16719285170907, -86.78552821792724 36.15272114829094))"
lime,49,2019-08-10 16:00:08,"POLYGON ((-86.78552821792724 36.15272114829094, -86.76760378207277 36.15272114829094, -86.76760378207277 36.16719285170907, -86.78552821792724 36.16719285170907, -86.78552821792724 36.15272114829094))"
lyft,39,2019-08-10 16:00:08,"POLYGON ((-86.78552821792724 36.15272114829094, -86.76760378207277 36.15272114829094, -86.76760378207277 36.16719285170907, -86.78552821792724 36.16719285170907, -86.78552821792724 36.15272114829094))"
spin,125,2019-08-10 16:00:08,"POLYGON ((-86.78552821792724 36.15272114829094, -86.76760378207277 36.15272114829094, -86.76760378207277 36.16719285170907, -86.78552821792724 36.16719285170907, -86.78552821792724 36.15272114829094))"
uber,92,2019-08-10 16:00:08,"POLYGON ((-86.78552821792724 36.15272114829094, -86.76760378207277 36.15272114829094, -86.76760378207277 36.16719285170907, -86.78552821792724 36.16719285170907, -86.78552821792724 36.15272114829094))"
bird,308,2019-08-10 16:00:08,"POLYGON ((-86.78490116054206 36.15221914829095, -86.76697683945793 36.15221914829095, -86.76697683945793 36.16669085170906, -86.78490116054206 36.16669085170906, -86.78490116054206 36.15221914829095))"
lime,50,2019-08-10 16:00:08,"POLYGON ((-86.78490116054206 36.15221914829095, -86.76697683945793 36.15221914829095, -86.76697683945793 36.16669085170906, -86.78490116054206 36.16669085170906, -86.78490116054206 36.15221914829095))"
lyft,42,2019-08-10 16:00:08,"POLYGON ((-86.78490116054206 36.15221914829095, -86.76697683945793 36.15221914829095, -86.76697683945793 36.16669085170906, -86.78490116054206 36.16669085170906, -86.78490116054206 36.15221914829095))"
spin,126,2019-08-10 16:00:08,"POLYGON ((-86.78490116054206 36.15221914829095, -86.76697683945793 36.15221914829095, -86.76697683945793 36.16669085170906, -86.78490116054206 36.16669085170906, -86.78490116054206 36.15221914829095))"
uber,92,2019-08-10 16:00:08,"POLYGON ((-86.78490116054206 36.15221914829095, -86.76697683945793 36.15221914829095, -86.76697683945793 36.16669085170906, -86.78490116054206 36.16669085170906, -86.78490116054206 36.15221914829095))"
bird,320,2019-08-10 17:00:08,"POLYGON ((-86.78342214156642 36.15205314829094, -86.7654978584336 36.15205314829094, -86.7654978584336 36.16652485170907, -86.78342214156642 36.16652485170907, -86.78342214156642 36.15205314829094))"
lime,32,2019-08-10 17:00:08,"POLYGON ((-86.78342214156642 36.15205314829094, -86.7654978584336 36.15205314829094, -86.7654978584336 36.16652485170907, -86.78342214156642 36.16652485170907, -86.78342214156642 36.15205314829094))"
lyft,34,2019-08-10 17:00:08,"POLYGON ((-86.78342214156642 36.15205314829094, -86.7654978584336 36.15205314829094, -86.7654978584336 36.16652485170907, -86.78342214156642 36.16652485170907, -86.78342214156642 36.15205314829094))"
spin,114,2019-08-10 17:00:08,"POLYGON ((-86.78342214156642 36.15205314829094, -86.7654978584336 36.15205314829094, -86.7654978584336 36.16652485170907, -86.78342214156642 36.16652485170907, -86.78342214156642 36.15205314829094))"
uber,79,2019-08-10 17:00:08,"POLYGON ((-86.78342214156642 36.15205314829094, -86.7654978584336 36.15205314829094, -86.7654978584336 36.16652485170907, -86.78342214156642 36.16652485170907, -86.78342214156642 36.15205314829094))"
bird,314,2019-08-10 17:00:08,"POLYGON ((-86.78546248578159 36.15506414829094, -86.7675375142184 36.15506414829094, -86.7675375142184 36.16953585170906, -86.78546248578159 36.16953585170906, -86.78546248578159 36.15506414829094))"
lime,33,2019-08-10 17:00:08,"POLYGON ((-86.78546248578159 36.15506414829094, -86.7675375142184 36.15506414829094, -86.7675375142184 36.16953585170906, -86.78546248578159 36.16953585170906, -86.78546248578159 36.15506414829094))"
lyft,33,2019-08-10 17:00:08,"POLYGON ((-86.78546248578159 36.15506414829094, -86.7675375142184 36.15506414829094, -86.7675375142184 36.16953585170906, -86.78546248578159 36.16953585170906, -86.78546248578159 36.15506414829094))"
spin,120,2019-08-10 17:00:08,"POLYGON ((-86.78546248578159 36.15506414829094, -86.7675375142184 36.15506414829094, -86.7675375142184 36.16953585170906, -86.78546248578159 36.16953585170906, -86.78546248578159 36.15506414829094))"
uber,83,2019-08-10 17:00:08,"POLYGON ((-86.78546248578159 36.15506414829094, -86.7675375142184 36.15506414829094, -86.7675375142184 36.16953585170906, -86.78546248578159 36.16953585170906, -86.78546248578159 36.15506414829094))"
bird,319,2019-08-10 17:00:08,"POLYGON ((-86.78467481420364 36.14918914829095, -86.76675118579634 36.14918914829095, -86.76675118579634 36.16366085170907, -86.78467481420364 36.16366085170907, -86.78467481420364 36.14918914829095))"
lime,38,2019-08-10 17:00:08,"POLYGON ((-86.78467481420364 36.14918914829095, -86.76675118579634 36.14918914829095, -86.76675118579634 36.16366085170907, -86.78467481420364 36.16366085170907, -86.78467481420364 36.14918914829095))"
lyft,31,2019-08-10 17:00:08,"POLYGON ((-86.78467481420364 36.14918914829095, -86.76675118579634 36.14918914829095, -86.76675118579634 36.16366085170907, -86.78467481420364 36.16366085170907, -86.78467481420364 36.14918914829095))"
spin,127,2019-08-10 17:00:08,"POLYGON ((-86.78467481420364 36.14918914829095, -86.76675118579634 36.14918914829095, -86.76675118579634 36.16366085170907, -86.78467481420364 36.16366085170907, -86.78467481420364 36.14918914829095))"
uber,80,2019-08-10 17:00:08,"POLYGON ((-86.78467481420364 36.14918914829095, -86.76675118579634 36.14918914829095, -86.76675118579634 36.16366085170907, -86.78467481420364 36.16366085170907, -86.78467481420364 36.14918914829095))"
bird,354,2019-08-10 17:00:08,"POLYGON ((-86.79007195993378 36.15046414829094, -86.7721480400662 36.15046414829094, -86.7721480400662 36.16493585170907, -86.79007195993378 36.16493585170907, -86.79007195993378 36.15046414829094))"
lime,49,2019-08-10 17:00:08,"POLYGON ((-86.79007195993378 36.15046414829094, -86.7721480400662 36.15046414829094, -86.7721480400662 36.16493585170907, -86.79007195993378 36.16493585170907, -86.79007195993378 36.15046414829094))"
